,resnum,native_ss,pre_ss,native_rsa,pre_rsa,Target
33,34,0,0,9.5,45,T1039
34,35,0,0,58.3,45,T1039
35,36,0,0,24.3,35,T1039
36,37,0,0,0.2,0,T1039
37,38,0,0,37.0,35,T1039
38,39,0,0,49.8,40,T1039
39,40,0,0,6.1,15,T1039
40,41,0,0,21.9,15,T1039
41,42,0,0,48.3,55,T1039
42,43,0,0,36.0,50,T1039
43,44,0,0,0.1,25,T1039
44,45,0,0,68.9,40,T1039
45,46,0,0,73.3,60,T1039
46,47,0,2,32.1,60,T1039
47,48,2,2,47.7,55,T1039
48,49,2,2,34.2,35,T1039
49,50,2,2,78.1,50,T1039
50,51,2,2,73.9,60,T1039
51,52,2,2,20.7,20,T1039
52,53,2,2,56.6,50,T1039
53,54,2,2,16.7,45,T1039
54,55,0,2,38.3,40,T1039
55,56,0,2,58.1,40,T1039
56,57,0,0,30.5,40,T1039
57,58,0,0,0.0,5,T1039
58,59,0,0,17.5,15,T1039
59,60,0,0,84.6,45,T1039
60,61,0,0,20.6,10,T1039
61,62,0,0,2.2,5,T1039
62,63,0,0,53.7,50,T1039
63,64,0,0,86.6,50,T1039
64,65,0,0,9.3,15,T1039
65,66,0,0,0.4,5,T1039
66,67,0,0,50.1,20,T1039
67,68,0,0,42.7,35,T1039
68,69,0,0,0.8,0,T1039
69,70,0,0,18.0,10,T1039
70,71,0,0,46.4,45,T1039
71,72,0,0,1.8,10,T1039
72,73,0,0,0.3,0,T1039
73,74,0,0,36.6,45,T1039
74,75,0,0,46.6,40,T1039
75,76,0,2,1.2,15,T1039
76,77,2,2,0.0,40,T1039
77,78,2,2,0.8,15,T1039
78,79,2,2,49.6,30,T1039
79,80,2,2,46.1,25,T1039
80,81,2,0,8.8,0,T1039
81,82,2,0,31.5,20,T1039
82,83,0,0,41.1,5,T1039
83,84,0,0,46.0,35,T1039
84,85,0,0,0.0,5,T1039
85,86,0,0,0.2,5,T1039
86,87,0,0,22.9,30,T1039
87,88,0,0,4.7,20,T1039
88,89,0,0,0.0,0,T1039
89,90,0,0,0.2,5,T1039
90,91,0,0,21.0,40,T1039
91,92,2,0,29.2,30,T1039
92,93,2,0,31.0,0,T1039
93,94,2,2,40.9,30,T1039
94,95,2,2,40.2,10,T1039
95,96,2,2,79.2,40,T1039
96,97,2,2,70.0,10,T1039
97,98,2,2,18.3,40,T1039
98,99,2,0,70.9,55,T1039
99,100,2,2,84.9,40,T1039
100,101,2,0,52.5,35,T1039
101,102,0,0,1.9,5,T1039
102,103,0,0,4.0,10,T1039
103,104,0,0,63.8,35,T1039
104,105,0,0,20.6,10,T1039
105,106,0,0,0.1,0,T1039
106,107,0,0,11.8,10,T1039
107,108,0,0,49.4,35,T1039
108,109,0,0,11.8,30,T1039
109,110,0,0,0.2,10,T1039
110,111,0,0,30.3,35,T1039
111,112,0,2,32.0,40,T1039
112,113,0,0,12.8,45,T1039
113,114,0,0,0.5,5,T1039
114,115,0,0,32.9,45,T1039
115,116,0,0,21.2,40,T1039
116,117,0,0,0.9,0,T1039
117,118,0,0,10.2,40,T1039
118,119,0,0,44.6,50,T1039
119,120,0,0,1.3,5,T1039
120,121,0,0,0.0,10,T1039
121,122,0,0,57.1,55,T1039
122,123,0,0,17.3,40,T1039
123,124,0,0,0.9,5,T1039
124,125,0,0,26.8,40,T1039
125,126,0,0,79.2,40,T1039
126,127,2,2,56.2,45,T1039
127,128,2,2,73.8,50,T1039
128,129,2,2,7.3,20,T1039
129,130,2,2,26.0,30,T1039
130,131,2,2,0.2,40,T1039
131,132,2,2,49.7,20,T1039
132,133,2,2,89.5,50,T1039
133,134,2,2,42.0,10,T1039
134,135,2,2,8.6,30,T1039
135,136,0,2,2.0,35,T1039
136,137,0,2,0.9,15,T1039
137,138,0,2,55.5,50,T1039
138,139,0,2,42.1,40,T1039
139,140,0,0,7.5,10,T1039
140,141,2,0,7.8,15,T1039
141,142,2,0,89.0,35,T1039
142,143,2,0,46.2,5,T1039
143,144,2,0,0.4,0,T1039
144,145,0,0,0.0,5,T1039
145,146,0,0,30.8,30,T1039
146,147,0,0,22.5,15,T1039
147,148,0,0,0.0,5,T1039
148,149,0,0,0.0,35,T1039
149,150,0,0,46.8,45,T1039
150,151,0,0,0.0,0,T1039
151,152,0,0,4.9,30,T1039
152,153,0,0,19.3,35,T1039
153,154,0,0,58.1,15,T1039
154,155,2,0,42.3,5,T1039
155,156,2,0,62.0,15,T1039
156,157,2,0,87.0,40,T1039
157,158,2,2,59.4,40,T1039
158,159,2,2,92.5,55,T1039
159,160,2,2,91.4,70,T1039
160,161,2,2,128.2,90,T1039
0,1,2,2,60.6,95,T1040
1,2,2,2,26.3,70,T1040
2,3,1,2,60.8,25,T1040
3,4,1,1,58.6,50,T1040
4,5,1,1,34.7,25,T1040
5,6,1,1,53.2,55,T1040
6,7,2,2,15.5,35,T1040
7,8,2,2,8.8,25,T1040
8,9,0,0,72.5,55,T1040
9,10,0,0,52.4,55,T1040
10,11,0,0,7.0,15,T1040
11,12,0,0,17.3,10,T1040
12,13,0,0,53.4,50,T1040
13,14,0,0,28.6,20,T1040
14,15,0,0,0.0,0,T1040
15,16,0,0,49.3,50,T1040
16,17,0,0,62.8,45,T1040
17,18,0,0,5.8,15,T1040
18,19,0,0,15.7,10,T1040
19,20,0,0,68.5,30,T1040
20,21,0,0,74.8,35,T1040
21,22,0,2,56.1,25,T1040
22,23,2,0,81.5,40,T1040
23,24,2,0,13.4,5,T1040
24,25,2,0,48.4,25,T1040
25,26,0,0,46.8,0,T1040
26,27,0,0,74.7,45,T1040
27,28,0,0,55.3,40,T1040
28,29,0,0,1.2,0,T1040
29,30,0,0,44.9,10,T1040
30,31,0,0,60.9,50,T1040
31,32,0,0,37.7,40,T1040
32,33,0,0,9.3,0,T1040
33,34,2,0,58.0,40,T1040
34,35,2,0,58.6,55,T1040
35,36,2,2,76.6,30,T1040
36,37,2,2,50.0,20,T1040
37,38,0,2,38.4,10,T1040
38,39,0,2,62.7,30,T1040
39,40,0,0,47.7,5,T1040
40,41,0,0,45.9,35,T1040
41,42,0,0,57.5,25,T1040
42,43,0,0,83.6,10,T1040
43,44,0,2,64.2,35,T1040
44,45,0,2,52.4,45,T1040
45,46,0,2,30.9,30,T1040
46,47,0,2,88.7,55,T1040
47,48,0,0,66.6,45,T1040
48,49,2,0,81.7,10,T1040
49,50,2,0,50.0,20,T1040
50,51,0,0,73.4,40,T1040
51,52,0,0,59.0,35,T1040
52,53,0,0,41.9,10,T1040
53,54,0,0,20.9,5,T1040
54,55,0,0,23.5,20,T1040
55,56,0,0,41.3,35,T1040
56,57,0,0,36.4,15,T1040
57,58,0,0,0.2,5,T1040
58,59,0,0,4.5,5,T1040
59,60,0,0,37.7,35,T1040
60,61,0,0,54.1,35,T1040
61,62,0,0,14.8,20,T1040
62,63,0,0,0.2,5,T1040
63,64,0,0,7.5,10,T1040
64,65,2,2,36.7,35,T1040
65,66,2,2,76.9,25,T1040
66,67,2,2,82.6,40,T1040
67,68,2,2,23.6,40,T1040
68,69,2,2,91.6,45,T1040
69,70,2,0,23.1,10,T1040
70,71,2,0,58.3,35,T1040
71,72,0,0,25.9,20,T1040
72,73,0,0,12.9,20,T1040
73,74,0,0,51.2,30,T1040
74,75,0,0,38.5,45,T1040
75,76,0,0,2.7,10,T1040
76,77,0,0,28.1,10,T1040
77,78,0,0,82.1,45,T1040
78,79,2,0,95.6,40,T1040
79,80,2,0,26.9,25,T1040
80,81,2,2,96.0,25,T1040
81,82,2,0,51.7,10,T1040
82,83,2,0,34.6,45,T1040
83,84,2,0,81.4,15,T1040
84,85,2,0,32.2,5,T1040
85,86,2,0,62.4,35,T1040
86,87,1,0,56.4,40,T1040
87,88,1,0,49.9,0,T1040
88,89,1,0,31.8,30,T1040
89,90,1,0,43.1,5,T1040
90,91,2,2,15.2,10,T1040
91,92,2,2,49.0,25,T1040
92,93,2,2,36.1,15,T1040
93,94,2,2,29.1,20,T1040
94,95,2,0,86.0,50,T1040
95,96,2,0,44.1,45,T1040
96,97,0,0,53.1,5,T1040
97,98,0,0,81.8,35,T1040
98,99,0,0,53.6,60,T1040
99,100,2,2,7.8,50,T1040
100,101,2,0,47.2,45,T1040
101,102,0,0,51.8,40,T1040
102,103,0,0,41.5,55,T1040
103,104,0,0,18.0,45,T1040
104,105,0,0,40.9,5,T1040
105,106,0,0,55.7,35,T1040
106,107,0,0,0.8,50,T1040
107,108,0,0,28.9,35,T1040
108,109,0,0,49.9,0,T1040
109,110,0,0,41.9,10,T1040
110,111,0,0,31.4,30,T1040
111,112,0,0,47.0,5,T1040
112,113,0,0,60.0,5,T1040
113,114,0,0,59.6,10,T1040
114,115,0,0,55.7,0,T1040
115,116,0,0,58.9,0,T1040
116,117,0,0,57.0,0,T1040
117,118,0,0,55.9,30,T1040
118,119,2,2,51.8,35,T1040
119,120,0,2,75.7,45,T1040
120,121,0,2,81.5,50,T1040
121,122,0,2,30.5,35,T1040
122,123,0,2,59.7,20,T1040
123,124,0,2,42.7,35,T1040
124,125,0,2,90.1,40,T1040
125,126,0,2,56.3,15,T1040
126,127,0,2,58.5,15,T1040
127,128,2,2,60.9,40,T1040
128,129,2,2,96.5,55,T1040
129,130,2,2,126.3,80,T1040
0,1,2,2,90.0,90,T1041
1,2,2,2,41.7,35,T1041
2,3,0,2,42.2,60,T1041
3,4,0,2,12.6,45,T1041
4,5,0,2,0.1,15,T1041
5,6,0,0,27.5,45,T1041
6,7,0,0,55.1,55,T1041
7,8,0,0,18.5,35,T1041
8,9,0,0,0.7,0,T1041
9,10,0,0,19.6,45,T1041
10,11,0,0,62.7,45,T1041
11,12,0,0,19.8,15,T1041
12,13,0,1,25.0,10,T1041
13,14,2,2,41.5,35,T1041
14,15,2,2,55.8,45,T1041
15,16,2,2,54.6,45,T1041
16,17,2,2,56.1,35,T1041
17,18,2,2,86.3,60,T1041
18,19,2,2,46.7,45,T1041
19,20,2,2,66.5,40,T1041
20,21,2,2,37.8,40,T1041
21,22,2,2,55.6,55,T1041
22,23,2,2,103.8,35,T1041
23,24,2,2,75.4,10,T1041
24,25,2,2,27.0,50,T1041
25,26,2,2,47.2,20,T1041
26,27,2,2,78.2,25,T1041
27,28,2,2,34.8,25,T1041
28,29,0,2,68.7,25,T1041
29,30,0,0,66.9,10,T1041
30,31,0,1,16.7,15,T1041
31,32,0,1,50.9,35,T1041
32,33,0,1,55.0,0,T1041
33,34,0,1,71.4,30,T1041
34,35,0,1,37.6,5,T1041
35,36,0,1,53.4,40,T1041
36,37,0,1,61.5,0,T1041
37,38,0,1,28.2,25,T1041
38,39,0,1,40.1,15,T1041
39,40,0,2,50.7,40,T1041
40,41,0,2,28.9,35,T1041
41,42,0,2,0.0,35,T1041
42,43,0,2,55.7,50,T1041
43,44,0,2,54.5,35,T1041
44,45,0,2,1.5,25,T1041
45,46,0,2,25.3,5,T1041
46,47,0,1,45.6,20,T1041
47,48,0,1,29.0,0,T1041
48,49,0,1,0.0,5,T1041
49,50,0,0,37.9,0,T1041
50,51,0,0,57.6,25,T1041
51,52,0,0,2.2,5,T1041
52,53,0,0,20.2,0,T1041
53,54,0,0,51.3,5,T1041
54,55,0,2,3.3,20,T1041
55,56,0,2,0.4,20,T1041
56,57,0,2,47.3,35,T1041
57,58,0,2,65.6,35,T1041
58,59,0,2,4.8,35,T1041
59,60,2,2,37.0,50,T1041
60,61,2,2,86.4,35,T1041
61,62,2,2,59.6,10,T1041
62,63,2,2,47.1,30,T1041
63,64,2,1,25.2,10,T1041
64,65,1,1,40.5,25,T1041
65,66,2,1,14.1,5,T1041
66,67,2,2,86.4,25,T1041
67,68,2,2,93.2,20,T1041
68,69,2,2,40.1,15,T1041
69,70,2,2,51.1,25,T1041
70,71,2,2,4.5,5,T1041
71,72,2,2,57.8,20,T1041
72,73,2,2,11.9,5,T1041
73,74,2,2,7.1,25,T1041
74,75,2,2,19.9,20,T1041
75,76,1,2,53.8,20,T1041
76,77,1,2,33.3,30,T1041
77,78,2,2,94.6,40,T1041
78,79,2,2,66.6,25,T1041
79,80,1,2,15.5,30,T1041
80,81,1,1,0.0,25,T1041
81,82,1,1,2.5,10,T1041
82,83,2,1,2.8,5,T1041
83,84,2,2,0.3,30,T1041
84,85,2,2,50.1,45,T1041
85,86,2,0,49.9,45,T1041
86,87,1,0,32.8,10,T1041
87,88,2,0,5.4,20,T1041
88,89,2,0,30.3,55,T1041
89,90,2,0,64.7,45,T1041
90,91,1,0,25.2,10,T1041
91,92,2,2,89.2,45,T1041
92,93,2,2,80.8,35,T1041
93,94,1,2,42.2,25,T1041
94,95,2,1,50.4,30,T1041
95,96,2,1,29.7,5,T1041
96,97,1,1,28.1,35,T1041
97,98,0,0,0.4,0,T1041
98,99,0,0,35.8,40,T1041
99,100,0,0,28.4,40,T1041
100,101,0,0,2.1,10,T1041
101,102,0,0,0.1,0,T1041
102,103,0,0,20.8,10,T1041
103,104,0,0,0.1,0,T1041
104,105,0,0,1.1,5,T1041
105,106,0,0,22.5,0,T1041
106,107,0,0,26.1,15,T1041
107,108,0,0,0.6,5,T1041
108,109,0,0,1.5,0,T1041
109,110,0,0,49.3,5,T1041
110,111,0,0,33.7,25,T1041
111,112,0,2,0.0,20,T1041
112,113,0,2,60.5,45,T1041
113,114,0,2,84.6,50,T1041
114,115,2,2,27.2,20,T1041
115,116,2,2,21.4,30,T1041
116,117,2,2,5.6,20,T1041
117,118,0,2,0.2,5,T1041
118,119,0,2,25.1,30,T1041
119,120,0,2,21.0,40,T1041
120,121,0,2,0.0,15,T1041
121,122,2,2,1.8,35,T1041
122,123,2,2,1.3,10,T1041
123,124,2,2,17.9,25,T1041
124,125,2,2,69.2,40,T1041
125,126,2,2,24.3,25,T1041
126,127,0,0,0.4,5,T1041
127,128,0,0,7.8,5,T1041
128,129,0,0,40.7,10,T1041
129,130,0,0,1.5,0,T1041
130,131,0,0,0.6,0,T1041
131,132,0,0,1.4,0,T1041
132,133,0,0,0.0,0,T1041
133,134,0,0,0.0,0,T1041
134,135,0,0,1.4,0,T1041
135,136,0,0,0.1,20,T1041
136,137,0,2,0.2,5,T1041
137,138,2,2,0.0,25,T1041
138,139,2,2,2.2,15,T1041
139,140,2,2,0.3,30,T1041
140,141,0,0,1.3,20,T1041
141,142,0,0,15.7,50,T1041
142,143,0,0,4.5,10,T1041
143,144,0,0,0.7,0,T1041
144,145,0,0,0.4,10,T1041
145,146,0,0,2.5,20,T1041
146,147,0,0,0.1,5,T1041
147,148,0,2,0.0,5,T1041
148,149,0,2,0.0,50,T1041
149,150,2,2,0.3,20,T1041
150,151,0,0,42.0,25,T1041
151,152,0,0,5.0,5,T1041
152,153,0,0,0.8,0,T1041
153,154,0,0,28.9,30,T1041
154,155,0,0,28.1,35,T1041
155,156,0,0,0.1,0,T1041
156,157,0,0,0.5,0,T1041
157,158,0,0,50.1,55,T1041
158,159,0,0,16.0,25,T1041
159,160,0,0,11.3,15,T1041
160,161,0,0,54.5,25,T1041
161,162,0,2,51.5,50,T1041
162,163,0,2,8.3,25,T1041
163,164,0,2,63.5,40,T1041
164,165,2,2,39.3,25,T1041
165,166,2,2,96.6,50,T1041
166,167,2,1,86.3,15,T1041
167,168,2,2,49.7,15,T1041
168,169,2,2,81.9,40,T1041
169,170,2,2,39.7,55,T1041
170,171,2,2,97.9,55,T1041
171,172,2,2,40.8,45,T1041
172,173,2,2,80.2,25,T1041
173,174,2,2,94.0,45,T1041
174,175,2,2,37.2,55,T1041
175,176,2,2,44.1,30,T1041
176,177,0,2,9.7,25,T1041
177,178,0,0,7.0,5,T1041
178,179,0,0,38.1,35,T1041
179,180,0,1,21.2,5,T1041
180,181,0,1,0.0,5,T1041
181,182,0,1,6.0,10,T1041
182,183,0,1,40.4,40,T1041
183,184,0,1,36.2,40,T1041
184,185,0,0,13.7,15,T1041
185,186,0,0,27.8,40,T1041
186,187,0,0,73.8,40,T1041
187,188,0,0,65.0,15,T1041
188,189,0,2,19.9,40,T1041
189,190,2,0,89.2,50,T1041
190,191,2,0,48.2,50,T1041
191,192,2,0,40.2,30,T1041
192,193,0,0,18.4,20,T1041
193,194,0,0,89.8,55,T1041
194,195,0,0,88.4,50,T1041
195,196,2,0,10.3,15,T1041
196,197,2,0,70.9,50,T1041
197,198,2,0,60.8,40,T1041
198,199,2,0,40.2,35,T1041
199,200,2,0,49.8,15,T1041
200,201,2,2,5.8,15,T1041
201,202,2,2,50.1,25,T1041
202,203,0,0,12.8,15,T1041
203,204,0,0,76.7,40,T1041
204,205,0,0,28.6,30,T1041
205,206,0,0,0.0,5,T1041
206,207,0,0,26.2,40,T1041
207,208,0,0,52.0,45,T1041
208,209,0,0,8.2,15,T1041
209,210,0,0,20.4,10,T1041
210,211,0,1,85.6,45,T1041
211,212,2,1,76.9,5,T1041
212,213,2,1,47.2,25,T1041
213,214,2,2,28.3,5,T1041
214,215,2,2,91.5,30,T1041
215,216,2,2,31.8,25,T1041
216,217,0,2,8.3,10,T1041
217,218,0,2,11.5,35,T1041
218,219,0,0,1.3,10,T1041
219,220,0,0,12.0,45,T1041
220,221,0,0,0.0,10,T1041
221,222,0,0,0.0,10,T1041
222,223,0,0,32.4,45,T1041
223,224,0,0,3.6,35,T1041
224,225,0,0,0.1,10,T1041
225,226,0,0,46.9,55,T1041
226,227,0,0,25.5,50,T1041
227,228,0,0,5.9,10,T1041
228,229,0,0,29.7,45,T1041
229,230,0,0,41.4,55,T1041
230,231,0,0,8.5,25,T1041
231,232,0,0,1.9,0,T1041
232,233,0,0,52.0,60,T1041
233,234,0,0,41.7,45,T1041
234,235,0,0,5.9,15,T1041
235,236,0,0,27.5,55,T1041
236,237,0,0,50.2,55,T1041
237,238,0,2,31.3,40,T1041
238,239,0,1,10.6,25,T1041
239,240,0,2,81.0,55,T1041
240,241,0,2,92.8,45,T1041
241,242,2,2,54.9,90,T1041
0,1,2,2,86.0,80,T1042
1,2,2,2,7.3,40,T1042
2,3,2,2,56.1,45,T1042
3,4,2,2,66.7,45,T1042
4,5,2,2,60.4,55,T1042
5,6,2,2,18.6,45,T1042
6,7,2,2,10.9,50,T1042
7,8,2,0,33.7,40,T1042
8,9,2,0,100.5,50,T1042
9,10,2,0,49.8,40,T1042
10,11,0,0,29.2,5,T1042
11,12,0,0,1.8,5,T1042
12,13,0,0,25.2,25,T1042
13,14,0,0,1.6,5,T1042
14,15,0,0,0.3,5,T1042
15,16,0,0,8.4,15,T1042
16,17,0,0,26.0,0,T1042
17,18,0,0,6.7,35,T1042
18,19,0,0,0.6,45,T1042
19,20,0,0,55.4,40,T1042
20,21,0,0,5.4,5,T1042
21,22,0,0,20.6,45,T1042
22,23,0,0,35.2,45,T1042
23,24,0,0,29.9,10,T1042
24,25,0,1,7.0,20,T1042
25,26,0,1,10.2,15,T1042
26,27,0,2,18.2,30,T1042
27,28,0,0,21.9,50,T1042
28,29,0,0,48.8,30,T1042
29,30,0,0,53.6,30,T1042
30,31,2,0,90.0,45,T1042
31,32,2,0,62.2,50,T1042
32,33,2,2,101.9,50,T1042
33,34,2,2,96.8,40,T1042
34,35,2,2,23.7,40,T1042
35,36,2,0,71.0,15,T1042
36,37,2,0,76.8,20,T1042
37,38,2,0,58.5,50,T1042
38,39,0,0,20.3,25,T1042
39,40,0,0,3.4,0,T1042
40,41,0,0,50.4,45,T1042
41,42,0,0,61.4,50,T1042
42,43,2,0,3.8,15,T1042
43,44,1,2,14.4,25,T1042
44,45,1,2,40.2,50,T1042
45,46,2,2,78.2,45,T1042
46,47,2,2,63.3,30,T1042
47,48,1,2,66.6,45,T1042
48,49,1,1,52.5,5,T1042
49,50,2,1,26.3,30,T1042
50,51,0,1,68.5,30,T1042
51,52,0,2,19.0,10,T1042
52,53,0,2,0.0,25,T1042
53,54,0,0,39.0,35,T1042
54,55,0,0,39.8,30,T1042
55,56,0,1,0.0,5,T1042
56,57,0,0,44.3,40,T1042
57,58,0,2,52.0,25,T1042
58,59,2,1,25.6,15,T1042
59,60,0,1,0.0,0,T1042
60,61,0,1,8.5,10,T1042
61,62,0,1,60.1,0,T1042
62,63,0,2,33.4,5,T1042
63,64,0,0,4.8,25,T1042
64,65,0,0,51.6,30,T1042
65,66,0,0,37.5,5,T1042
66,67,0,0,10.5,10,T1042
67,68,0,2,22.1,45,T1042
68,69,0,2,80.6,40,T1042
69,70,2,2,33.9,30,T1042
70,71,2,2,27.9,20,T1042
71,72,2,2,66.2,10,T1042
72,73,2,1,63.6,0,T1042
73,74,2,1,44.0,5,T1042
74,75,2,1,7.5,5,T1042
75,76,2,1,22.1,5,T1042
76,77,2,2,0.2,15,T1042
77,78,2,2,2.1,30,T1042
78,79,0,2,45.7,40,T1042
79,80,0,2,11.3,30,T1042
80,81,0,0,0.0,5,T1042
81,82,0,0,4.6,40,T1042
82,83,0,0,59.2,40,T1042
83,84,0,0,23.8,5,T1042
84,85,0,0,0.0,5,T1042
85,86,0,0,22.7,40,T1042
86,87,0,0,54.4,25,T1042
87,88,0,0,39.7,0,T1042
88,89,0,0,0.8,20,T1042
89,90,0,2,39.0,35,T1042
90,91,0,2,86.3,35,T1042
91,92,2,2,34.8,5,T1042
92,93,1,2,77.6,15,T1042
93,94,1,2,34.6,30,T1042
94,95,2,2,73.1,30,T1042
95,96,2,2,103.7,40,T1042
96,97,2,2,91.0,35,T1042
97,98,1,2,36.9,35,T1042
98,99,1,2,70.1,30,T1042
99,100,2,2,30.0,35,T1042
100,101,2,2,16.8,15,T1042
101,102,2,2,9.8,10,T1042
102,103,2,2,0.1,5,T1042
103,104,2,2,35.0,30,T1042
104,105,2,2,31.6,35,T1042
105,106,0,2,54.3,45,T1042
106,107,0,0,61.5,35,T1042
107,108,0,0,20.1,5,T1042
108,109,0,0,0.0,10,T1042
109,110,0,0,44.3,45,T1042
110,111,0,0,64.5,10,T1042
111,112,0,0,9.5,5,T1042
112,113,0,0,12.0,5,T1042
113,114,0,0,43.3,45,T1042
114,115,0,0,52.1,30,T1042
115,116,0,0,7.7,0,T1042
116,117,0,0,39.2,5,T1042
117,118,0,0,21.9,40,T1042
118,119,0,0,53.3,15,T1042
119,120,0,0,3.7,0,T1042
120,121,0,0,2.6,5,T1042
121,122,0,0,46.6,15,T1042
122,123,2,0,48.3,20,T1042
123,124,2,2,1.0,5,T1042
124,125,0,2,70.9,10,T1042
125,126,0,2,20.8,30,T1042
126,127,0,2,5.4,5,T1042
127,128,2,2,67.2,45,T1042
128,129,2,2,38.8,15,T1042
129,130,2,2,84.6,30,T1042
130,131,2,2,67.1,25,T1042
131,132,0,0,49.9,15,T1042
132,133,0,0,47.4,15,T1042
133,134,0,0,50.6,25,T1042
134,135,0,0,20.1,15,T1042
135,136,0,0,6.3,0,T1042
136,137,0,0,41.2,35,T1042
137,138,0,0,40.8,25,T1042
138,139,0,0,0.0,15,T1042
139,140,0,0,11.9,0,T1042
140,141,0,0,57.7,5,T1042
141,142,0,0,21.5,30,T1042
142,143,0,0,0.0,5,T1042
143,144,0,0,40.8,10,T1042
144,145,0,2,41.9,35,T1042
145,146,0,2,21.2,15,T1042
146,147,0,2,28.0,45,T1042
147,148,0,2,55.7,40,T1042
148,149,0,2,62.4,50,T1042
149,150,0,2,15.7,40,T1042
150,151,0,2,74.7,55,T1042
151,152,0,2,85.5,45,T1042
152,153,0,2,79.0,20,T1042
153,154,2,2,94.6,40,T1042
154,155,2,2,67.5,25,T1042
155,156,2,2,64.4,20,T1042
156,157,2,2,14.9,25,T1042
157,158,0,1,29.5,5,T1042
158,159,0,1,0.1,5,T1042
159,160,0,1,2.7,5,T1042
160,161,0,1,65.9,25,T1042
161,162,0,1,30.0,25,T1042
162,163,2,2,1.0,5,T1042
163,164,1,1,43.3,30,T1042
164,165,1,1,40.0,10,T1042
165,166,2,1,55.2,10,T1042
166,167,2,1,87.2,30,T1042
167,168,2,2,44.2,20,T1042
168,169,2,2,23.9,20,T1042
169,170,1,2,0.0,10,T1042
170,171,1,2,0.0,30,T1042
171,172,2,1,5.3,5,T1042
172,173,2,2,40.3,30,T1042
173,174,2,2,71.4,35,T1042
174,175,2,2,73.4,50,T1042
175,176,2,2,102.9,45,T1042
176,177,2,2,18.1,45,T1042
177,178,2,2,61.7,35,T1042
178,179,0,2,71.5,20,T1042
179,180,0,2,59.4,40,T1042
180,181,0,0,24.6,5,T1042
181,182,0,0,36.1,25,T1042
182,183,0,0,47.3,40,T1042
183,184,0,0,49.0,30,T1042
184,185,0,0,0.5,0,T1042
185,186,0,0,30.5,10,T1042
186,187,0,0,68.9,30,T1042
187,188,0,0,9.5,20,T1042
188,189,0,0,0.0,0,T1042
189,190,0,0,35.7,10,T1042
190,191,0,0,60.4,35,T1042
191,192,0,0,0.2,10,T1042
192,193,0,0,9.2,5,T1042
193,194,0,0,64.3,20,T1042
194,195,0,0,77.7,45,T1042
195,196,2,2,31.7,20,T1042
196,197,0,0,57.0,30,T1042
197,198,0,0,60.2,50,T1042
198,199,0,0,1.9,15,T1042
199,200,0,0,0.1,0,T1042
200,201,0,0,39.1,40,T1042
201,202,0,0,21.5,35,T1042
202,203,0,0,0.0,5,T1042
203,204,0,0,1.8,5,T1042
204,205,0,0,1.5,0,T1042
205,206,0,0,0.0,5,T1042
206,207,0,0,0.1,10,T1042
207,208,0,0,8.9,5,T1042
208,209,0,0,22.1,5,T1042
209,210,0,0,19.0,10,T1042
210,211,0,2,6.2,30,T1042
211,212,2,2,6.7,25,T1042
212,213,2,2,14.1,5,T1042
213,214,2,0,17.1,35,T1042
214,215,2,0,77.8,35,T1042
215,216,2,0,46.4,30,T1042
216,217,2,0,72.4,5,T1042
217,218,2,0,17.2,20,T1042
218,219,2,0,6.7,35,T1042
219,220,2,0,0.0,0,T1042
220,221,2,0,27.3,40,T1042
221,222,2,0,57.8,45,T1042
222,223,2,0,3.1,15,T1042
223,224,2,2,7.8,5,T1042
224,225,2,2,0.1,30,T1042
225,226,0,0,63.0,10,T1042
226,227,0,0,20.7,20,T1042
227,228,0,0,2.4,10,T1042
228,229,0,0,21.8,5,T1042
229,230,0,0,47.1,5,T1042
230,231,0,0,74.9,30,T1042
231,232,0,0,26.5,40,T1042
232,233,2,0,53.1,20,T1042
233,234,0,0,19.7,0,T1042
234,235,0,0,74.2,30,T1042
235,236,0,0,51.4,30,T1042
236,237,0,0,11.2,5,T1042
237,238,0,0,28.1,5,T1042
238,239,0,0,62.5,40,T1042
239,240,0,2,48.2,25,T1042
240,241,0,2,20.3,50,T1042
241,242,0,2,9.9,45,T1042
242,243,0,2,54.2,45,T1042
243,244,0,2,45.2,45,T1042
244,245,0,2,7.0,20,T1042
245,246,0,2,82.5,55,T1042
246,247,0,2,82.7,45,T1042
247,248,2,2,40.6,30,T1042
248,249,2,0,48.0,40,T1042
249,250,0,0,79.4,55,T1042
250,251,0,0,73.4,35,T1042
251,252,0,0,11.5,10,T1042
252,253,2,2,106.7,45,T1042
253,254,2,2,73.0,45,T1042
254,255,0,0,64.8,20,T1042
255,256,0,0,13.7,50,T1042
256,257,0,0,39.0,50,T1042
257,258,0,0,62.7,40,T1042
258,259,0,0,31.9,5,T1042
259,260,0,0,22.4,15,T1042
260,261,0,0,82.7,55,T1042
261,262,0,0,85.4,50,T1042
262,263,2,2,22.5,35,T1042
263,264,2,2,50.4,35,T1042
264,265,0,2,9.0,40,T1042
265,266,0,2,45.8,50,T1042
266,267,0,2,49.6,30,T1042
267,268,0,1,0.0,5,T1042
268,269,0,1,0.0,10,T1042
269,270,0,1,12.3,10,T1042
270,271,2,1,31.2,20,T1042
271,272,2,2,66.4,25,T1042
272,273,2,2,67.3,40,T1042
273,274,2,2,103.9,35,T1042
274,275,2,1,94.2,20,T1042
275,276,2,1,131.4,30,T1042
