,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,N1,N2,DIST,N,RMSD,GDT_TS,LGA_S3,LGA_Q,Target
T1026TS052_1,0.02455,0.335714,0.147,0.207,0.143,0.11521,0.2679,0.2455,0.2749113,0.2026217,0.400,0.257,0.283,,0.313,0.133121,052s,100.0,426.0,-1.54,-1.4,8.73,1.36,3.75,17.572,17.634,146.0,5.0,0.68,15.75,23.97,15.868,2.5,-0.94,0.0,0.0,,3.81,0.14,4.11,0.33,0.06,-0.07,1.93,0.5,45.8,1.64,28.7,24.96,0.24,,358.85,34.35,0.03,251.86,0.0,25.69,53.47,146.0,146.0,4.0,24.0,2.83,17.808,14.317,0.818,T1026
T1026TS070_2,0.00797,0.240362,0.086,0.156,0.148,0.10159,0.2394,0.2271,0.18648632,0.17638497,0.558,0.300,0.314,,0.41,0.134455,070s,100.0,513.0,,-1.74,6.33,0.93,3.22,21.126,21.466,146.0,0.0,0.0,3.42,19.86,14.815,2.7,-1.56,0.0,0.0,,1.57,0.18,3.77,0.36,0.05,0.02,2.15,0.5,16.3,1.24,21.73,23.54,0.15,,380.99,49.5,0.05,1.75,0.79,2.08,86.11,146.0,146.0,4.0,17.0,2.47,10.788,9.61,0.662,T1026
T1026TS437_5,0.00232,0.176015,0.066,0.201,0.057,0.09249,0.2466,0.1467,0.09506259,0.10393958,0.329,0.174,0.162,,0.228,0.100416,437s,100.0,497.0,,-1.68,7.36,1.15,2.92,82.319,83.82600000000002,146.0,2.0,1.37,10.27,23.97,17.669,2.51,-1.82,0.0,0.0,,3.87,0.12,3.42,0.28,0.04,-0.15,2.99,0.52,2.5,1.64,20.26,19.21,0.14,,25731.33,89.04,0.05,100.52,5.51,8.33,70.14,146.0,146.0,4.0,20.0,3.01,12.158,10.671,0.644,T1026
T1026TS187_5,0.02394,0.415446,0.215,0.225,0.332,0.12584,0.2800,0.2688,0.3346241,0.27146524,0.452,0.278,0.276,,0.34,0.223367,187s,100.0,417.0,,-1.3,10.79,2.19,4.96,16.904,17.053,146.0,4.0,12.33,21.23,28.08,19.766,2.61,-0.23,0.0,0.0,,3.91,0.22,4.11,0.34,0.14,0.13,1.76,0.49,43.0,2.83,28.13,25.81,0.25,,259.41,79.11,0.11,35.84,17.32,20.83,56.94,146.0,146.0,4.0,34.0,2.85,19.863,17.179000000000002,1.154,T1026
T1026TS169_1,0.03557,0.262506,0.101,0.210,0.206,0.10542,0.2550,0.2131,0.194575,0.16617155,0.500,0.304,0.287,,0.393,0.169268,169s,100.0,479.0,-1.74,-1.59,8.22,2.18,4.34,22.82,23.392,146.0,0.0,6.85,8.22,28.77,19.734,2.79,-1.29,0.0,0.0,,1.36,0.18,6.16,0.36,0.07,0.01,2.18,0.5,36.2,1.24,23.48,26.1,0.16,,512.46,,0.07,0.44,1.57,2.08,89.58,146.0,146.0,4.0,18.0,2.21,13.87,11.544,0.78,T1026
T1026TS151_3,0.02076,0.227002,0.103,0.221,0.217,0.10610,0.2514,0.3910,0.17446251,0.18197218,0.542,0.325,0.315,,0.437,0.237626,151s,100.0,500.0,,-1.69,7.19,1.49,2.5,17.018,17.435,146.0,2.0,0.68,1.37,33.56,20.481,2.64,-0.49,0.0,0.0,,2.6,0.2,4.45,0.35,0.04,-0.08,2.19,0.49,28.1,1.24,23.65,22.25,0.16,,246.84,,0.06,29.3,0.79,3.47,85.42,146.0,146.0,4.0,17.0,3.09,11.986,10.009,0.5329999999999999,T1026
T1026TS063_5,0.00852,0.190958,0.134,0.310,0.113,0.10205,0.2457,0.2231,0.14470774,0.13170564,0.515,0.285,0.249,,0.344,0.242115,063s,100.0,497.0,,-1.68,7.53,1.99,4.03,47.73,47.324,146.0,1.0,0.0,0.0,34.25,25.972,2.44,0.48,0.0,0.0,,3.08,0.16,3.42,0.32,0.01,-0.21,2.85,0.49,35.8,3.07,20.72,20.55,0.14,,4640.63,91.64,0.05,64.25,4.72,1.39,95.83,146.0,146.0,4.0,16.0,2.3,12.158,10.455,0.6679999999999999,T1026
T1026TS278_5,0.08050,0.341604,0.211,0.249,0.380,0.11773,0.2767,0.2910,0.2873453,0.21311378,0.609,0.444,0.332,,0.441,0.211585,278s,100.0,422.0,,-1.35,9.93,2.4,5.08,17.817,17.983,146.0,3.0,4.11,32.19,54.79,36.794,2.37,3.76,4.2,97.0,3.4,1.24,0.21,5.48,0.36,0.05,-0.16,1.81,0.51,34.2,4.07,31.2,25.26,0.23,342.9,439.26,45.67,0.09,1.31,0.0,0.69,94.44,146.0,146.0,4.0,29.0,2.82,19.007,16.055,0.994,T1026
T1026TS187_2,0.16238,0.447455,0.405,0.473,0.500,0.13081,0.4962,0.4646,0.38505,0.30575937,0.718,0.424,0.382,,0.462,0.479700,187s,100.0,222.0,,0.25,29.8,13.34,19.94,4.828,5.526,146.0,0.0,42.47,71.92,71.92,49.221,2.42,5.88,8.6,129.0,3.3,3.21,0.47,52.4,0.5,0.54,0.8,0.41,0.83,61.2,5.86,78.96,57.61,0.58,579.8,10.77,76.93,0.24,156.47,0.0,2.78,89.58,146.0,146.0,4.0,84.0,2.5,52.055,45.5,3.23,T1026
T1026TS063_4,0.00518,0.188155,0.101,0.196,0.013,0.10052,0.2432,0.1977,0.11819354,0.12046014,0.388,0.245,0.225,,0.317,0.104532,063s,100.0,514.0,,-1.75,5.82,0.83,2.6,19.02,19.345,146.0,2.0,3.42,8.9,25.34,17.382,2.58,-0.94,0.0,0.0,,3.35,0.17,4.11,0.31,0.01,-0.25,2.4,0.49,12.5,1.64,19.0,23.27,0.14,,498.07,89.64,0.04,114.95,2.36,1.39,90.28,146.0,146.0,4.0,15.0,2.77,10.616,9.605,0.522,T1026
T1026TS278_4,0.05805,0.465399,0.408,0.352,0.455,0.11085,0.2889,0.5122,0.3991682,0.2477046,0.695,0.464,0.469,,0.474,0.365381,278s,100.0,463.0,,-1.52,8.56,1.9,4.81,16.562,17.116,146.0,3.0,0.0,8.9,41.78,26.789,2.3,-0.85,0.0,0.0,,1.1,0.24,5.14,0.37,0.15,0.1,1.88,0.47,70.2,2.83,35.46,29.22,0.2,,171.94,38.47,0.08,0.87,0.0,0.69,95.14,146.0,146.0,4.0,23.0,2.31,15.411,13.487,0.954,T1026
T1026TS317_1,0.02296,0.382383,0.124,0.243,0.296,0.11597,0.2718,0.2491,0.3165713,0.22777517,0.494,0.353,0.333,,0.391,0.231709,317s,100.0,451.0,-1.63,-1.49,7.88,1.79,3.73,17.329,18.185,146.0,2.0,4.79,15.07,26.71,18.771,2.61,0.12,0.0,0.0,,3.42,0.22,7.19,0.35,0.07,-0.03,1.88,0.53,56.4,1.24,28.03,26.96,0.2,,326.23,65.39,0.05,20.1,14.96,9.72,80.56,146.0,146.0,4.0,21.0,2.51,16.096,13.172,0.805,T1026
T1026TS460_4,0.01879,0.290092,0.108,0.218,0.325,0.10985,0.2747,0.3086,0.2247047,0.20241514,0.498,0.283,0.291,,0.406,0.194762,460s,100.0,463.0,,-1.52,8.39,1.35,2.88,16.149,16.579,146.0,0.0,0.68,15.07,30.14,21.874,2.48,0.48,0.0,0.0,,3.51,0.2,4.79,0.34,0.06,-0.07,1.98,0.5,39.4,3.29,27.47,23.45,0.21,,203.81,69.02,0.09,101.88,2.36,9.03,78.47,146.0,146.0,4.0,21.0,3.08,15.411,13.145,0.6609999999999999,T1026
T1026TS063_2,0.00476,0.201513,0.078,0.209,0.064,0.10656,0.2690,0.2061,0.1393075,0.12468775,0.437,0.249,0.228,,0.321,0.136326,063s,100.0,437.0,,-1.43,8.9,2.72,5.4,17.656,18.301,146.0,0.0,0.0,0.0,30.14,16.897000000000002,2.64,-2.0,0.0,0.0,,3.22,0.2,4.79,0.34,0.11,0.01,2.2,0.52,33.4,1.99,27.59,27.53,0.23,,379.28,82.38,0.06,88.72,2.36,2.78,90.97,146.0,146.0,4.0,25.0,2.52,17.295,14.386,0.954,T1026
T1027TS075_3,0.30641,0.509787,0.459,0.406,0.531,0.16416,0.5010,0.5137,0.4582264,0.34529382,0.750,0.495,0.489,,0.495,0.380276,075s,100.0,170.0,,0.42,21.97,7.23,13.36,8.267000000000001,9.023,99.0,1.0,17.17,45.45,51.52,35.665,2.28,2.13,0.0,0.0,,2.98,0.4,51.01,0.54,0.38,0.56,1.23,0.64,79.1,2.83,46.31,58.45,0.37,,40.19,58.58,0.14,98.25,1.16,0.0,92.47,99.0,99.0,4.0,42.0,2.58,37.374,33.331,1.564,T1027
T1027TS063_2,0.06383,0.220652,0.130,0.158,0.014,0.13706,0.2597,0.2284,0.15195063,0.16784257,0.425,0.300,0.286,,0.359,0.119686,063s,100.0,514.0,,-1.99,11.36,1.29,4.59,24.452,24.429,99.0,1.0,0.0,0.0,24.24,17.554000000000002,2.63,-1.99,0.0,0.0,,3.35,0.19,16.16,0.41,0.23,0.26,2.36,0.6,48.4,2.3,24.51,36.15,0.15,,421.51,86.51,0.07,74.79,3.49,1.08,88.17,99.0,99.0,4.0,16.0,2.45,18.434,15.098,0.628,T1027
T1027TS170_4,0.02176,0.246581,0.127,0.165,,0.13189,,,0.1877457,0.17399704,0.587,0.346,0.345,,0.404,0.221504,170s,100.0,465.0,,-1.41,12.62,3.66,6.29,11.039,11.755,99.0,0.0,2.02,22.22,35.35,22.58,2.64,-0.93,0.0,0.0,,1.02,0.24,12.63,0.38,0.13,0.22,1.68,0.61,24.7,1.24,23.27,29.51,0.22,,89.31,,0.04,0.0,1.16,1.08,92.47,99.0,99.0,4.0,20.0,2.81,22.98,18.434,0.688,T1027
T1027TS070_4,0.10222,0.330229,0.227,0.197,0.347,0.12774,0.2720,0.3202,0.2754473,0.23236723,0.607,0.368,0.376,,0.442,0.224001,070s,100.0,475.0,,-1.47,14.9,4.19,9.25,15.105,15.704,99.0,0.0,0.0,0.0,21.21,14.593,2.62,-0.34,0.0,0.0,,1.33,0.24,21.21,0.45,0.21,0.24,1.9,0.54,47.0,0.73,25.7,41.41,0.21,,115.34,62.42,0.07,0.64,0.0,1.08,87.1,99.0,99.0,4.0,24.0,2.45,22.475,20.102,0.943,T1027
T1027TS437_5,0.11462,0.355799,0.177,0.193,0.285,0.14145,0.2941,0.3648,0.253315,0.21137185,0.471,0.322,0.310,,0.361,0.198926,437s,100.0,492.0,,-1.73,13.38,3.51,6.94,37.948,38.147,99.0,5.0,2.02,4.04,29.29,23.181,2.15,-1.52,0.0,0.0,,3.78,0.22,22.22,0.46,0.3,0.27,1.8,0.55,43.3,1.99,32.94,45.24,0.18,,962.34,82.97,0.07,101.23,8.14,8.6,87.1,99.0,99.0,4.0,20.0,2.33,20.455,18.061,0.823,T1027
T1027TS278_3,0.15223,0.417795,0.210,0.283,0.469,0.15179,0.3289,0.4958,0.3494831,0.25784644,0.750,0.489,0.456,,0.497,0.266662,278s,100.0,447.0,,-1.28,15.4,2.9,7.8,19.061,19.332,99.0,2.0,0.0,0.0,33.33,22.039,2.24,-1.05,0.0,0.0,,1.68,0.27,23.23,0.49,0.28,0.22,1.82,0.49,65.0,1.99,28.06,49.35,0.2,,148.96,47.17,0.11,3.23,0.0,4.3,89.25,99.0,99.0,4.0,23.0,2.44,23.99,20.089,0.906,T1027
T1027TS170_1,0.04060,0.24894,0.135,0.201,0.287,0.13753,,,0.18896632,0.19960965,0.657,0.421,0.400,,0.479,0.255269,170s,100.0,504.0,-1.82,-1.86,12.37,2.11,7.3,14.657,15.411,99.0,0.0,0.0,0.0,32.32,23.771,2.51,-1.17,0.0,0.0,,0.8,0.24,14.14,0.43,0.18,0.17,1.77,0.56,43.2,1.99,29.42,37.8,0.2,,112.16,,0.07,0.0,0.0,0.0,95.7,99.0,99.0,4.0,19.0,2.33,19.444000000000006,16.524,0.782,T1027
T1027TS151_1,0.04188,0.263137,0.228,0.185,0.227,0.12516,0.3049,0.3475,0.2157037,0.21598871,0.592,0.382,0.376,,0.434,0.241329,151s,100.0,508.0,-1.88,-1.92,11.11,1.82,6.04,13.638,14.547,99.0,1.0,0.0,2.02,34.34,23.579,2.54,-1.17,0.0,0.0,,3.41,0.27,14.14,0.4,0.19,0.24,1.87,0.48,25.6,0.73,28.53,38.41,0.18,,71.33,,0.06,56.74,2.33,15.05,61.29,99.0,99.0,4.0,19.0,2.58,18.939,16.093,0.71,T1027
T1027TS305_1,0.08486,0.320628,0.152,0.227,0.281,0.13448,0.2897,0.3611,0.2526522,0.22573332,0.496,0.348,0.341,,0.398,0.192655,305s,100.0,480.0,-1.57,-1.6,13.63,3.68,8.85,15.64,15.908,99.0,0.0,2.02,6.06,29.29,18.459,2.68,-1.29,0.0,0.0,,3.97,0.21,27.27,0.44,0.27,0.35,1.74,0.5,59.8,1.24,27.76,45.2,0.21,,88.12,30.24,0.09,172.26,9.3,5.38,90.32,99.0,99.0,4.0,21.0,2.02,21.465,18.801,0.991,T1027
T1027TS337_4,0.06756,0.329394,0.162,0.188,0.203,0.14348,0.3381,0.3042,0.2661339,0.22042695,0.563,0.373,0.358,,0.408,0.163676,337s,100.0,447.0,,-1.28,14.64,3.3,6.98,15.448,16.033,99.0,0.0,1.01,26.26,29.29,22.023000000000003,1.94,-0.93,0.0,0.0,,3.15,0.28,21.72,0.48,0.27,0.24,1.68,0.44,65.2,1.24,32.83,47.62,0.21,,95.72,84.81,0.11,105.09,1.16,5.38,87.1,99.0,99.0,4.0,20.0,2.56,23.99,20.52,0.753,T1027
T1027TS169_1,0.07911,0.262126,0.117,0.209,0.152,0.13738,0.2744,0.2671,0.2077847,0.20283993,0.498,0.358,0.366,,0.429,0.185161,169s,100.0,483.0,-1.6,-1.64,12.62,3.7,8.28,18.276,19.008,99.0,0.0,1.01,5.05,33.33,22.661,2.39,-1.99,0.0,0.0,,1.73,0.25,20.71,0.44,0.22,0.15,1.83,0.55,61.8,1.99,24.28,43.11,0.19,,210.04,68.93,0.08,0.0,4.65,3.23,80.65,99.0,99.0,4.0,18.0,1.8,21.212,17.914,0.95,T1027
T1027TS052_2,0.09904,0.342296,0.234,0.238,0.368,0.14889,0.3142,0.3112,0.2656705,0.25254014,0.536,0.343,0.316,,0.374,0.209474,052s,100.0,435.0,,-1.12,16.66,3.42,9.17,14.587,15.052,99.0,1.0,3.03,20.2,22.22,19.336,1.85,-1.05,0.0,0.0,,2.82,0.25,21.72,0.46,0.27,0.45,1.77,0.47,71.9,2.3,29.17,47.5,0.25,,98.28,36.2,0.1,33.57,0.0,9.68,73.12,99.0,99.0,4.0,26.0,2.64,25.253,22.267,0.948,T1027
T1027TS063_1,0.05914,0.224695,0.131,0.154,0.052,0.12986,0.2827,0.3046,0.16122881,0.17002493,0.475,0.302,0.278,,0.362,0.150922,063s,100.0,523.0,-2.13,-2.18,11.62,1.12,3.46,32.58,32.399,99.0,0.0,0.0,0.0,26.26,20.858,2.01,-1.17,0.0,0.0,,2.42,0.19,12.12,0.42,0.21,0.18,2.28,0.49,44.2,1.64,20.68,37.23,0.15,,773.87,88.39,0.08,56.09,0.0,0.0,96.77,99.0,99.0,4.0,14.0,2.86,16.919,14.429,0.473,T1027
T1027TS278_5,0.17707,0.511521,0.193,0.318,0.539,0.14529,0.3495,0.4648,0.3980372,0.2827168,0.739,0.541,0.534,,0.504,0.303622,278s,100.0,411.0,,-0.87,17.68,4.46,9.94,11.597,12.739,99.0,0.0,4.04,25.25,38.38,25.764,2.43,-0.11,0.0,0.0,,0.5,0.33,34.34,0.53,0.32,0.45,1.27,0.55,77.1,1.24,35.87,53.43,0.25,,53.32,77.64,0.14,0.0,0.0,0.0,100.0,99.0,99.0,4.0,28.0,2.48,27.273000000000003,23.291,1.086,T1027
T1027TS337_5,0.09621,0.313711,0.099,0.215,0.267,0.15711,0.3584,0.4370,0.2331502,0.23635204,0.656,0.356,0.365,,0.427,0.224281,337s,100.0,452.0,,-1.31,16.66,3.4,7.26,13.784,14.431,99.0,0.0,0.0,5.05,29.29,18.796,2.68,-0.93,0.0,0.0,,3.37,0.31,26.77,0.5,0.31,0.32,1.69,0.44,71.9,1.64,29.92,51.83,0.23,,86.31,76.94,0.09,106.38,5.81,1.08,95.7,99.0,99.0,4.0,28.0,2.79,23.737,22.021,0.968,T1027
T1027TS063_4,0.02434,0.171783,0.083,0.131,0.017,0.10855,0.2396,0.2005,0.10061656,0.12925796,0.386,0.222,0.216,,0.275,0.094214,063s,100.0,526.0,,-2.31,8.59,2.58,3.5,30.017,30.512,99.0,0.0,0.0,0.0,24.24,18.301,2.59,-2.34,0.0,0.0,,3.44,0.15,8.08,0.34,0.13,0.27,2.67,0.49,12.0,1.24,16.9,22.92,0.15,,733.82,86.15,0.04,61.9,5.81,4.3,88.17,99.0,99.0,4.0,15.0,2.85,15.909,12.886,0.508,T1027
T1027TS063_5,0.05185,0.242606,0.165,0.151,0.068,0.13871,0.2768,0.2677,0.1813873,0.17720929,0.550,0.336,0.296,,0.377,0.148062,063s,100.0,511.0,,-1.96,13.38,4.82,8.32,40.824,40.847,99.0,0.0,1.01,17.17,24.24,20.329,1.92,-1.64,0.0,0.0,,3.08,0.18,13.13,0.4,0.19,0.33,2.57,0.54,27.7,1.64,17.08,32.41,0.17,,1189.59,85.06,0.07,63.19,4.65,1.08,95.7,99.0,99.0,4.0,17.0,1.97,18.687,15.458,0.821,T1027
T1027TS170_5,0.06530,0.373883,0.186,0.226,0.449,0.13925,,,0.3222998,0.2505297,0.668,0.419,0.411,,0.473,0.282487,170s,100.0,404.0,,-0.8,17.17,2.24,7.11,12.174,12.432,99.0,0.0,1.01,20.2,28.28,21.732,2.49,-1.17,0.0,0.0,,1.06,0.29,24.24,0.44,0.22,0.21,1.66,0.51,46.4,1.24,26.77,40.76,0.25,,92.8,,0.09,0.0,1.16,3.23,91.4,99.0,99.0,4.0,26.0,2.72,27.778,22.283,0.923,T1027
T1027TS183_3,0.01464,0.184947,0.094,0.128,0.144,0.10315,0.2482,0.2660,0.15118382,0.13737282,0.524,0.337,0.326,,0.415,0.141601,183s,100.0,525.0,,-2.25,10.1,1.29,3.31,36.654,36.77,99.0,0.0,1.01,20.2,24.24,19.703,2.01,-1.87,0.0,0.0,,1.22,0.18,8.08,0.38,0.12,0.0,2.49,0.56,37.0,0.73,13.76,25.97,0.15,,1134.36,,0.05,1.29,0.0,0.0,94.62,99.0,99.0,4.0,15.0,2.87,16.414,13.826,0.505,T1027
T1027TS063_3,0.05916,0.171931,0.113,0.132,0.092,0.12343,0.2338,0.2075,0.12814626,0.13844188,0.416,0.269,0.246,,0.312,0.125131,063s,100.0,527.0,,-3.08,6.82,0.34,2.25,61.354,60.663,99.0,0.0,0.0,0.0,22.22,16.186,2.62,-3.64,0.0,0.0,,2.62,0.12,7.07,0.34,0.1,0.31,2.83,0.5,11.8,0.73,11.05,24.07,0.09,,2634.82,92.19,0.04,42.55,1.16,2.15,92.47,99.0,99.0,4.0,10.0,2.83,9.848,8.984,0.341,T1027
T1028TS460_2,0.38491,0.465245,0.221,0.320,,0.45191,0.4839,0.4200,0.4890185,0.5071857,0.457,0.335,0.417,0.5063291139240507,0.432,0.289066,460s,100.0,140.0,,-0.05,42.55,20.77,35.9,5.533,6.166,292.0,0.0,68.15,81.85,81.85,62.081,2.06,10.02,24.3,264.0,2.7,3.54,0.45,61.3,0.5,0.57,0.9,0.42,0.86,62.8,6.81,82.42,62.52,0.81,2544.8,12.76,84.63,0.27,100.08,2.82,7.32,79.94,316.0,292.0,4.0,239.0,2.03,63.527,60.33,11.196,T1028
T1028TS063_2,0.17441,0.339179,0.319,0.217,,0.27640,0.2924,0.3330,0.3304261,0.3061386,0.452,0.339,0.375,0.20094936708860758,0.404,0.263068,063s,100.0,195.0,,-2.15,28.34,15.26,22.01,15.703,15.899,292.0,9.0,34.93,34.93,63.7,60.505,1.46,6.92,18.6,198.0,2.6,3.81,0.29,19.69,0.4,0.22,0.15,1.92,0.57,34.5,5.46,45.31,39.91,0.47,1954.7,153.78,64.7,0.15,188.87,3.63,7.32,85.35,316.0,292.0,4.0,116.0,1.87,37.329,30.77,5.888,T1028
T1028TS138_5,0.30699,0.506801,0.413,0.254,,0.40885,0.4278,0.3833,0.5133379,0.44588417,0.469,0.362,0.437,0.5079113924050633,0.436,0.263384,138s,100.0,181.0,,-1.39,26.62,13.64,21.85,7.502999999999999,8.335,292.0,8.0,41.1,65.41,66.1,40.728,2.4,7.08,14.3,233.0,3.4,3.29,0.42,40.75,0.46,0.44,0.79,0.66,0.81,40.2,5.99,68.82,52.32,0.68,1575.3,22.57,65.53,0.19,12.92,11.69,13.38,68.47,316.0,292.0,4.0,175.0,2.46,46.832,39.55,6.8420000000000005,T1028
T1028TS183_3,0.49905,0.518653,0.616,0.500,,0.41943,0.5195,0.5026,0.5524328,0.50625473,0.586,0.448,0.531,0.567246835443038,0.48,0.424098,183s,100.0,178.0,,-0.95,32.19,18.17,25.38,7.995,8.613999999999999,292.0,7.0,49.66,72.95,72.95,49.181,2.23,8.37,21.7,250.0,3.5,3.25,0.53,65.58,0.56,0.61,0.83,0.48,0.83,64.2,6.47,82.63,67.06,0.72,2294.1,14.2,,0.35,61.91,2.42,2.87,82.48,316.0,292.0,4.0,211.0,2.49,52.397,46.854,8.149,T1028
T1028TS140_3,0.57984,0.542661,0.632,0.598,,0.48813,0.6280,0.6915,0.5632232,0.5717209,0.615,0.486,0.536,0.5625,0.507,0.540328,140s,100.0,99.0,,0.27,48.12,28.51,43.12,5.474,5.811,292.0,22.0,73.29,81.85,81.85,67.282,1.82,9.7,28.7,265.0,2.7,2.89,0.52,76.2,0.6,0.65,0.91,0.3,0.87,75.4,6.47,87.58,74.29,0.82,2965.1,9.13,86.68,0.39,30.56,3.23,1.91,90.45,316.0,292.0,4.0,240.0,1.77,67.551,64.402,12.81,T1028
T1028TS337_5,0.39036,0.453684,0.599,0.375,,0.44179,0.5017,0.5636,0.4514024,0.47374687,0.513,0.414,0.454,0.5055379746835442,0.445,0.359839,337s,100.0,129.0,,0.06,49.14,28.74,42.39,7.206,8.222999999999999,292.0,6.0,64.04,70.21,70.89,65.445,1.55,7.99,25.0,237.0,3.1,3.35,0.56,54.8,0.54,0.55,0.74,0.58,0.84,60.5,5.73,72.29,67.49,0.76,2614.7,16.67,89.12,0.34,114.65,2.02,2.87,88.22,316.0,292.0,4.0,203.0,1.47,64.89699999999999,53.299,12.922,T1028
T1028TS138_2,0.29879,0.455482,0.340,0.272,,0.40785,0.4173,0.3052,0.4689331,0.42750072,0.456,0.348,0.427,0.4841772151898734,0.413,0.293433,138s,100.0,182.0,,-1.4,27.23,12.45,21.91,7.7879999999999985,8.644,292.0,2.0,40.75,62.33,64.73,40.502,2.38,6.71,14.4,236.0,3.7,3.36,0.41,41.44,0.45,0.44,0.78,0.69,0.81,49.1,5.6,68.49,52.76,0.68,1575.9,20.38,67.52,0.2,14.59,11.29,14.65,63.38,316.0,292.0,4.0,172.0,2.36,46.747,39.76300000000001,6.984,T1028
T1028TS031_4,0.61564,0.592442,0.679,0.522,,0.50396,0.6208,0.6327,0.6280993,0.6010084,0.655,0.506,0.551,0.5996835443037974,0.505,0.451106,031s,100.0,3.0,,1.15,64.39,39.69,54.48,4.8039999999999985,5.245,292.0,1.0,77.74,85.62,85.62,82.91,1.31,10.34,34.6,269.0,2.3,1.81,0.68,75.0,0.65,0.7,0.9,0.34,0.9,72.4,6.7,88.31,81.05,0.87,3533.5,7.61,,0.45,2.08,1.61,3.82,84.39,316.0,292.0,4.0,250.0,1.47,78.51,71.061,15.947,T1028
T1028TS317_4,0.28686,0.487408,0.300,0.228,,0.40169,0.4238,0.3194,0.4990715,0.4561011,0.443,0.371,0.431,0.4912974683544304,0.42,0.238071,317s,100.0,186.0,,-1.5,27.48,12.62,22.78,8.112,8.907,292.0,6.0,46.58,61.64,64.38,40.885,2.28,6.6,14.7,218.0,3.4,3.24,0.41,40.07,0.44,0.43,0.76,0.72,0.79,52.0,5.04,66.33,50.77,0.67,1611.6,28.95,66.65,0.19,12.92,8.87,15.92,63.06,316.0,292.0,4.0,173.0,2.37,45.548,39.139,7.013,T1028
T1028TS151_1,0.20352,0.404501,0.365,0.257,,0.29743,0.3180,0.4361,0.4116045,0.36887968,0.449,0.373,0.430,0.3868670886075949,0.457,0.315496,151s,100.0,194.0,-2.06,-2.08,27.23,16.12,22.16,12.952,13.011,292.0,13.0,31.85,43.84,70.55,61.813,1.65,7.99,22.9,224.0,2.2,3.3,0.33,17.98,0.41,0.27,0.35,1.36,0.64,43.4,6.23,43.72,40.32,0.5,2403.5,81.15,,0.16,60.06,1.61,13.69,63.69,316.0,292.0,4.0,111.0,1.88,38.271,30.144,5.602,T1028
T1028TS169_1,0.28466,0.393587,0.232,0.252,,0.29934,0.3970,0.3800,0.4223625,0.40513134,0.496,0.446,0.464,0.43908227848101267,0.477,0.297438,169s,100.0,192.0,-1.95,-1.97,22.0,9.19,16.59,10.738,11.147,292.0,4.0,33.56,51.71,52.74,34.648,2.38,4.95,9.9,194.0,3.5,2.83,0.35,30.14,0.43,0.36,0.53,0.98,0.73,43.5,6.23,65.85,47.04,0.59,1138.7,58.15,57.95,0.17,6.67,8.47,7.64,78.03,316.0,292.0,4.0,138.0,2.45,39.64,33.542,5.4060000000000015,T1028
T1028TS222_5,0.46946,0.509268,0.450,0.548,,0.44599,0.5180,0.4887,0.5259618,0.5202201,0.618,0.458,0.509,0.5474683544303798,0.49,0.522228,222s,100.0,149.0,,-0.18,39.55,24.05,34.49,3.533,4.0939999999999985,292.0,39.0,57.19,82.88,82.88,60.846,2.14,9.81,27.1,282.0,3.0,3.28,0.53,75.0,0.58,0.64,0.94,0.23,0.92,62.2,7.24,89.41,73.22,0.82,2818.3,5.51,,0.35,70.86,3.63,3.5,90.45,316.0,292.0,4.0,236.0,2.3,61.901,58.253,9.839,T1028
T1028TS063_5,0.44475,0.475231,0.448,0.337,,0.40681,0.4794,0.5609,0.4663186,0.48945078,0.554,0.421,0.467,0.4912974683544304,0.445,0.355349,063s,100.0,160.0,,-0.33,48.8,28.13,42.53,12.103,12.152,292.0,3.0,59.25,63.7,75.68,73.501,1.39,9.17,28.9,239.0,2.3,3.08,0.51,41.61,0.54,0.51,0.43,0.84,0.77,59.9,6.23,60.09,63.61,0.68,2975.8,136.95,43.62,0.32,83.59,1.61,3.82,90.45,316.0,292.0,4.0,187.0,1.44,60.103,51.504,12.175,T1028
T1028TS364_3,0.44504,0.497173,0.498,0.434,,0.42497,0.4658,0.4202,0.5179576,0.49465123,0.534,0.390,0.454,0.5379746835443038,0.454,0.348302,364s,100.0,180.0,,-1.0,31.85,21.37,27.49,6.965,7.542000000000002,292.0,9.0,52.05,69.18,70.21,46.21,2.14,7.73,19.5,248.0,3.4,3.94,0.48,53.25,0.49,0.52,0.82,0.57,0.83,51.9,6.47,77.75,60.35,0.71,2074.5,17.95,,0.25,124.45,4.03,20.7,58.28,316.0,292.0,4.0,186.0,2.12,51.712,44.045,8.375,T1028
