,#,Group,Model,GDT_TS,LDDT,CAD(AA),SG,Target
36,37,MULTICOM-CLUSTER,T1029QA075_2,21.925,17.129,9.19,7.609,T1029
37,38,DAVIS-EMAconsensus,T1029QA433_2,21.958000000000002,18.787,12.793,9.835,T1029
38,39,VoroMQA-dark,T1029QA002_2,22.229,17.424,7.249,7.79,T1029
39,40,MASS,T1029QA317_2,22.378,17.573,8.026,9.987,T1029
40,41,MESHI,T1029QA032_2,22.677,19.423,12.728,9.972999999999999,T1029
41,42,3DCNN_prof,T1029QA074_2,23.214000000000002,21.353,16.055,13.615,T1029
42,43,ModFOLDclust2,T1029QA035_2,24.391,19.991,12.288,10.47,T1029
43,44,MESHI_server,T1029QA211_2,25.017,20.371,10.687000000000001,10.186,T1029
44,45,BAKER-experimental,T1029QA403_2,25.357,20.552,12.762,11.925999999999998,T1029
45,46,MULTICOM-AI,T1029QA275_2,26.396,21.816999999999997,13.390999999999998,11.786,T1029
46,47,bioinsilico_sbi,T1029QA196_2,27.03,22.624000000000002,13.242,13.698,T1029
47,48,BAKER-ROSETTASERVER,T1029QA209_2,27.149,22.401,13.485,12.75,T1029
48,49,MULTICOM-HYBRID,T1029QA187_2,27.285,22.7,14.597000000000001,12.985999999999999,T1029
49,50,MULTICOM-DEEP,T1029QA252_2,27.342,22.932,13.995999999999999,12.907,T1029
50,51,bioinsilico_sbi_PAIR,T1029QA185_2,27.500999999999998,23.046999999999997,13.414000000000001,13.534,T1029
51,52,MUfoldQA_G,T1029QA446_2,28.15,24.087,17.011,14.558,T1029
52,53,EDN,T1029QA203_2,28.217,24.479,16.702,15.067,T1029
53,54,Yang_TBM,T1029QA460_2,28.953000000000003,24.921,17.599,15.300999999999998,T1029
54,55,Yang-Server,T1029QA140_2,28.964000000000002,24.932,17.609,15.311,T1029
55,56,MULTICOM-DIST,T1029QA319_2,30.301,25.717,16.205,15.61,T1029
56,57,ProQ2,T1029QA067_2,31.622,27.053,17.512999999999998,16.697,T1029
57,58,EMAP_CHAE,T1029QA216_2,31.831999999999997,28.467,21.651,18.877,T1029
58,59,UOSHAN,T1029QA409_2,34.187,30.463,23.236,20.381,T1029
59,60,tFold-CaT,T1029QA183_2,34.219,29.415,18.164,18.887,T1029
60,61,Kiharalab,T1029QA071_2,35.49,31.136999999999997,23.436999999999998,20.785999999999998,T1029
61,62,Kiharalab_Z_Server,T1029QA364_2,35.49,31.136999999999997,23.436999999999998,20.785999999999998,T1029
62,63,LAW,T1029QA138_2,37.961,33.157,21.980999999999998,22.629,T1029
63,64,tFold-IDT,T1029QA351_2,39.921,35.117,23.851999999999997,24.589000000000002,T1029
64,65,ropius0,T1029QA254_2,48.666000000000004,43.861000000000004,32.596,33.334,T1029
65,66,Jones-UCL,T1029QA304_2,49.105,44.3,33.33,33.773,T1029
66,67,DeepPotential,T1029QA024_2,50.58,46.184,36.001,35.475,T1029
0,1,DAVIS-EMAconsensus,T1030QA433_2,2.845,20.266,28.689,31.115,T1030
1,2,ModFOLDclust2,T1030QA035_2,3.1010000000000004,20.558000000000003,29.11,31.535999999999998,T1030
2,3,MESHI_consensus,T1030QA214_2,3.145,18.521,26.834,29.26,T1030
3,4,MESHI,T1030QA032_2,3.839,17.488,25.734,28.16,T1030
4,5,Bhattacharya-Server,T1030QA149_2,4.138,21.71,30.241999999999997,32.668,T1030
5,6,MESHI_EMA,T1030QA112_2,5.034,20.152,28.406,30.831999999999997,T1030
6,7,RaptorX-QA,T1030QA073_2,5.1739999999999995,20.27,28.307,30.736,T1030
7,8,UOSHAN,T1030QA409_2,5.295,14.64,22.93,25.355999999999998,T1030
8,9,EMAP_CHAE,T1030QA216_2,5.3629999999999995,15.052,23.414,25.84,T1030
9,10,Wallner,T1030QA379_2,5.827000000000001,23.333000000000002,31.842,34.268,T1030
10,11,DAVIS-EMAconsensusAL,T1030QA263_2,5.932,24.518,33.006,35.431999999999995,T1030
11,12,ModFOLD8,T1030QA167_2,6.215,18.75,27.119,29.545,T1030
12,13,CAO-QA1,T1030QA217_2,6.303,17.574,25.737,28.476999999999997,T1030
13,14,Yang_TBM,T1030QA460_2,6.922999999999999,12.562999999999999,20.631,23.057,T1030
14,15,Yang-Server,T1030QA140_2,6.926,12.564,20.634,23.06,T1030
15,16,VoroMQA-light,T1030QA102_2,7.32,23.32,31.908,34.334,T1030
16,17,MUfoldQA_G,T1030QA446_2,7.587000000000001,12.254000000000001,20.323,22.748,T1030
17,18,Destini,T1030QA101_2,8.375,11.373,19.253,22.048000000000002,T1030
18,19,tFold,T1030QA238_2,8.435,22.2,30.261999999999997,32.729,T1030
19,20,GraphQA,T1030QA210_2,8.475,12.334000000000001,19.914,22.375,T1030
20,21,Bhattacharya-QDeep,T1030QA429_2,8.82,15.280999999999999,23.575,26.000999999999998,T1030
21,22,MULTICOM-CLUSTER,T1030QA075_2,8.908999999999999,10.449000000000002,18.278,20.704,T1030
22,23,KUHHAN,T1030QA104_2,8.962,10.873,18.47,21.201999999999998,T1030
23,24,SASHAN,T1030QA144_2,8.962,10.873,18.47,21.201999999999998,T1030
24,25,ProQ4,T1030QA309_2,9.661,10.347000000000001,18.026,20.747,T1030
25,26,MULTICOM-HYBRID,T1030QA187_2,10.427999999999999,9.134,16.89,19.375,T1030
26,27,Kiharalab_Z_Server,T1030QA364_2,10.675999999999998,14.9,20.204,23.593000000000004,T1030
27,28,Kiharalab,T1030QA071_2,10.675999999999998,14.9,20.204,23.593000000000004,T1030
28,29,MULTICOM-AI,T1030QA275_2,10.77,8.594,16.373,18.799,T1030
29,30,ModFOLD8_cor,T1030QA265_2,11.075,29.145,37.665,40.091,T1030
30,31,MESHI_server,T1030QA211_2,11.565,7.898,15.793,18.252,T1030
31,32,3DCNN_prof,T1030QA074_2,11.743,7.721,15.715,18.359,T1030
32,33,DeepPotential,T1030QA024_2,11.790999999999999,8.997,16.417,18.843,T1030
33,34,MULTICOM-CONSTRUCT,T1030QA198_2,11.838,7.669,15.312000000000001,17.76,T1030
34,35,ModFOLD8_rank,T1030QA120_2,12.395999999999999,8.423,14.886,18.221,T1030
35,36,CAO-SERVER,T1030QA305_2,12.450999999999999,15.814,19.805999999999997,24.995,T1030
36,37,LamoureuxLab,T1030QA066_2,12.755,29.421,37.844,40.27,T1030
37,38,P3De,T1030QA257_2,12.755999999999998,7.48,14.450999999999999,17.278,T1030
38,39,MUfoldQA_X,T1030QA248_2,13.007,30.366,38.909,41.335,T1030
39,40,VoroMQA-stout,T1030QA000_2,13.163,7.428,13.98,17.227,T1030
40,41,MUFOLD,T1030QA081_2,13.936,6.94,13.21,16.326,T1030
41,42,angleQA,T1030QA391_2,14.295,6.747000000000001,13.102,15.65,T1030
42,43,QMEANDisCo,T1030QA280_2,14.698,5.747000000000001,12.460999999999999,15.75,T1030
43,44,graph-sh,T1030QA247_2,15.741,6.886,11.415,15.777000000000001,T1030
44,45,tFold-CaT,T1030QA183_2,16.583,5.346,10.56,14.675,T1030
45,46,VoroCNN-GDT,T1030QA153_2,18.119,5.01,9.033999999999999,13.605,T1030
46,47,VoroCNN,T1030QA313_2,18.192,5.731,8.952,14.019,T1030
47,48,MULTICOM-DEEP,T1030QA252_2,18.207,4.368,8.972999999999999,11.618,T1030
48,49,Ornate,T1030QA346_2,18.281,5.149,8.862,13.729000000000001,T1030
49,50,MASS,T1030QA317_2,18.396,8.072000000000001,9.585,15.825,T1030
50,51,SBROD,T1030QA085_2,18.936,6.375,8.866,11.982999999999999,T1030
51,52,VoroMQA-dark,T1030QA002_2,19.768,4.886,7.376,12.732999999999999,T1030
52,53,Bhattacharya-QDeepU,T1030QA199_2,19.985,7.501,9.891,11.277000000000001,T1030
53,54,VoroCNN-GEMME,T1030QA406_2,20.616,4.789,6.745,11.402999999999999,T1030
54,55,MULTICOM-DIST,T1030QA319_2,21.064,5.667999999999999,6.92,9.14,T1030
55,56,DIZ,T1030QA325_2,21.586,5.542000000000001,5.917000000000001,12.335,T1030
56,57,LAW,T1030QA138_2,24.932,7.56,5.172999999999999,11.917,T1030
57,58,BAKER-ROSETTASERVER,T1030QA209_2,26.241,8.45,7.108,6.867000000000001,T1030
58,59,BAKER-experimental,T1030QA403_2,26.252,9.892000000000001,9.421,7.152,T1030
59,60,ProQ2,T1030QA067_2,27.104,10.029,6.271,7.787999999999999,T1030
60,61,EDN,T1030QA203_2,27.503,11.177,8.558,6.336,T1030
61,62,ProQ3D,T1030QA339_2,29.500999999999998,11.16,4.942,7.064,T1030
62,63,bioinsilico_sbi,T1030QA196_2,30.467,13.931,9.35,8.686,T1030
63,64,bioinsilico_sbi_PAIR,T1030QA185_2,31.063000000000002,14.315999999999999,10.033,9.222999999999999,T1030
64,65,tFold-IDT,T1030QA351_2,36.279,17.798,9.797,8.855,T1030
65,66,Jones-UCL,T1030QA304_2,46.722,28.287,21.116,17.641,T1030
66,67,ropius0,T1030QA254_2,56.81,38.316,29.666999999999998,27.241,T1030
0,1,DeepPotential,T1031QA024_2,4.128,5.903,15.664000000000001,6.947,T1031
1,2,tFold,T1031QA238_2,7.649,7.367000000000001,19.835,14.104000000000001,T1031
2,3,ProQ4,T1031QA309_2,7.796,5.94,17.781,12.532,T1031
3,4,DAVIS-EMAconsensusAL,T1031QA263_2,7.803,5.882999999999999,17.93,12.800999999999998,T1031
4,5,SBROD,T1031QA085_2,8.789,7.106,18.942999999999998,13.232000000000001,T1031
5,6,DAVIS-EMAconsensus,T1031QA433_2,8.914,5.12,15.159,11.327,T1031
6,7,ModFOLD8_cor,T1031QA265_2,9.357000000000001,8.338,20.89,15.29,T1031
7,8,GraphQA,T1031QA210_2,9.366,8.791,20.180999999999997,14.681,T1031
8,9,angleQA,T1031QA391_2,9.436,8.349,20.129,15.129000000000001,T1031
9,10,MESHI_consensus,T1031QA214_2,9.657,6.315,15.692,12.499,T1031
10,11,MESHI,T1031QA032_2,9.824,6.332000000000001,15.231,12.24,T1031
11,12,ModFOLD8,T1031QA167_2,10.132,7.035,16.592,13.785,T1031
12,13,LamoureuxLab,T1031QA066_2,10.21,7.585,14.594000000000001,12.404000000000002,T1031
13,14,Anonimous,T1031QA082_2,10.234,7.608,14.597000000000001,12.43,T1031
14,15,Destini,T1031QA101_2,10.347000000000001,7.352,16.274,13.571,T1031
15,16,MUfoldQA_X,T1031QA248_2,10.357999999999999,7.155,14.527999999999999,13.285,T1031
16,17,P3De,T1031QA257_2,10.413,9.388,21.285,16.583,T1031
17,18,Wallner,T1031QA379_2,10.65,11.540999999999999,25.13,18.499000000000002,T1031
18,19,VoroMQA-light,T1031QA102_2,10.669,8.18,17.322,14.062000000000001,T1031
19,20,MUfoldQA_G,T1031QA446_2,11.35,6.465,11.182,11.458,T1031
20,21,RaptorX-QA,T1031QA073_2,11.382,6.855,11.186,10.523,T1031
21,22,Bhattacharya-QDeepU,T1031QA199_2,11.489,13.459000000000001,27.113000000000003,20.128,T1031
22,23,ModFOLDclust2,T1031QA035_2,11.732000000000001,6.76,10.329,9.992,T1031
23,24,Kiharalab,T1031QA071_2,11.835999999999999,9.825,17.724,16.492,T1031
24,25,Kiharalab_Z_Server,T1031QA364_2,11.948,7.882000000000001,14.675,13.491,T1031
25,26,MULTICOM-CONSTRUCT,T1031QA198_2,12.474,7.678999999999999,8.854,10.184,T1031
26,27,MESHI_EMA,T1031QA112_2,13.155,8.756,9.716000000000001,12.048,T1031
27,28,graph-sh,T1031QA247_2,13.216,8.356,7.183,10.237,T1031
28,29,EMAP_CHAE,T1031QA216_2,13.31,10.633,15.383,15.365,T1031
29,30,UOSHAN,T1031QA409_2,13.362,10.839,15.887,15.915,T1031
30,31,Bhattacharya-Server,T1031QA149_2,13.427999999999999,15.32,29.084,22.088,T1031
31,32,Yang_TBM,T1031QA460_2,13.697000000000001,10.142999999999999,14.901,16.04,T1031
32,33,Yang-Server,T1031QA140_2,13.698,10.147,14.892000000000001,16.024,T1031
33,34,MULTICOM-HYBRID,T1031QA187_2,14.512,9.543,6.772,11.145999999999999,T1031
34,35,MULTICOM-CLUSTER,T1031QA075_2,14.841,9.892999999999999,5.845,10.886,T1031
35,36,MULTICOM-AI,T1031QA275_2,14.988,10.076,5.9639999999999995,10.889000000000001,T1031
36,37,ProQ3D,T1031QA339_2,15.017000000000001,10.241,9.097999999999999,13.093,T1031
37,38,ModFOLD8_rank,T1031QA120_2,15.073,10.004,7.127999999999999,11.972999999999999,T1031
38,39,QMEANDisCo,T1031QA280_2,15.369000000000002,10.221,6.557,11.574000000000002,T1031
39,40,MUFOLD,T1031QA081_2,15.479000000000001,10.799000000000001,8.492,13.265999999999998,T1031
40,41,Bhattacharya-QDeep,T1031QA429_2,15.712,10.88,11.071,13.751,T1031
41,42,BAKER-ROSETTASERVER,T1031QA209_2,17.345,12.25,7.994,13.880999999999998,T1031
42,43,Ornate,T1031QA346_2,17.743,12.966,3.326,11.745999999999999,T1031
43,44,VoroMQA-stout,T1031QA000_2,17.982,12.987,6.358,12.477,T1031
44,45,BAKER-experimental,T1031QA403_2,18.133,13.673,4.823,12.088,T1031
45,46,VoroCNN-GEMME,T1031QA406_2,18.457,13.699000000000002,4.104,12.607000000000001,T1031
46,47,VoroCNN,T1031QA313_2,18.457,13.699000000000002,4.104,12.607000000000001,T1031
47,48,KUHHAN,T1031QA104_2,18.784000000000002,13.776,7.146,13.677999999999999,T1031
48,49,SASHAN,T1031QA144_2,18.784000000000002,13.776,7.146,13.677999999999999,T1031
49,50,VoroCNN-GDT,T1031QA153_2,18.965,14.372,3.935,12.779000000000002,T1031
50,51,MULTICOM-DEEP,T1031QA252_2,19.136,14.177999999999999,6.216,14.173,T1031
51,52,EDN,T1031QA203_2,19.601,16.195999999999998,11.493,14.843,T1031
52,53,MESHI_server,T1031QA211_2,19.983,15.286,5.934,13.962,T1031
53,54,ProQ2,T1031QA067_2,20.004,15.222999999999999,9.641,15.705,T1031
54,55,MULTICOM-DIST,T1031QA319_2,20.278,15.652999999999999,5.545,14.395999999999999,T1031
55,56,3DCNN_prof,T1031QA074_2,20.324,22.101999999999997,35.864000000000004,28.934,T1031
56,57,CAO-QA1,T1031QA217_2,20.468,15.809000000000001,6.6,14.623,T1031
57,58,DIZ,T1031QA325_2,20.909000000000002,16.532,4.712,14.235,T1031
58,59,MASS,T1031QA317_2,20.939,16.484,6.027,14.966,T1031
59,60,VoroMQA-dark,T1031QA002_2,21.069000000000003,16.266,5.693,14.594000000000001,T1031
60,61,bioinsilico_sbi,T1031QA196_2,22.713,19.910999999999998,9.756,16.156,T1031
61,62,tFold-CaT,T1031QA183_2,23.46,19.174,6.462000000000001,16.43,T1031
62,63,CAO-SERVER,T1031QA305_2,24.551,21.746,8.377,17.663,T1031
63,64,LAW,T1031QA138_2,28.575,25.353,12.173,21.483,T1031
64,65,bioinsilico_sbi_PAIR,T1031QA185_2,33.505,30.26,17.135,26.296,T1031
65,66,ropius0,T1031QA254_2,45.50899999999999,43.622,29.854,37.028,T1031
66,67,tFold-IDT,T1031QA351_2,46.056999999999995,44.17,30.401999999999997,37.527,T1031
67,68,Jones-UCL,T1031QA304_2,50.558,48.582,34.906,42.081,T1031
0,1,VoroMQA-dark,T1032QA002_2,2.85,3.023,2.417,8.649,T1032
1,2,DIZ,T1032QA325_2,2.909,2.714,3.845,10.259,T1032
2,3,QMEANDisCo,T1032QA280_2,3.0010000000000003,3.218,3.639,9.721,T1032
3,4,MULTICOM-HYBRID,T1032QA187_2,3.2510000000000003,4.287,1.829,6.766,T1032
4,5,VoroCNN-GEMME,T1032QA406_2,3.3930000000000002,2.8539999999999996,4.518,10.727,T1032
5,6,MULTICOM-CLUSTER,T1032QA075_2,3.412,4.465,1.855,6.712999999999999,T1032
6,7,UOSHAN,T1032QA409_2,3.775,2.987,6.1610000000000005,12.32,T1032
7,8,MUfoldQA_G,T1032QA446_2,3.9389999999999996,3.2689999999999997,5.901,12.248,T1032
8,9,VoroCNN,T1032QA313_2,3.9610000000000003,2.995,6.069,12.235,T1032
9,10,Ornate,T1032QA346_2,4.046,3.235,6.09,12.267999999999999,T1032
10,11,MASS,T1032QA317_2,4.101,4.123,4.367,9.894,T1032
11,12,DeepPotential,T1032QA024_2,4.1080000000000005,4.5360000000000005,3.338,7.959,T1032
12,13,P3De,T1032QA257_2,4.2010000000000005,3.24,5.921,12.079,T1032
13,14,VoroCNN-GDT,T1032QA153_2,4.22,3.227,6.279,12.427999999999999,T1032
14,15,RaptorX-QA,T1032QA073_2,4.226,3.975,5.6610000000000005,12.03,T1032
15,16,VoroMQA-stout,T1032QA000_2,4.289,3.323,6.382999999999999,12.548,T1032
16,17,GraphQA,T1032QA210_2,4.405,5.193,2.6439999999999997,6.9270000000000005,T1032
17,18,3DCNN_prof,T1032QA074_2,4.588,5.8389999999999995,3.3789999999999996,6.684,T1032
18,19,Kiharalab,T1032QA071_2,4.887,4.798,5.058,11.205,T1032
19,20,Kiharalab_Z_Server,T1032QA364_2,4.887,4.798,5.058,11.205,T1032
20,21,MULTICOM-AI,T1032QA275_2,4.914,6.475,2.995,5.026,T1032
21,22,tFold-CaT,T1032QA183_2,5.0489999999999995,3.782,7.371,13.52,T1032
22,23,MESHI_consensus,T1032QA214_2,5.078,3.924,7.191,13.335,T1032
23,24,ModFOLD8_rank,T1032QA120_2,5.18,6.754,2.853,5.696000000000001,T1032
24,25,MESHI,T1032QA032_2,5.216,4.023,7.23,13.248,T1032
25,26,MULTICOM-CONSTRUCT,T1032QA198_2,5.221,6.767,2.949,5.151,T1032
26,27,Yang-Server,T1032QA140_2,5.232,4.475,7.551,13.7,T1032
27,28,Yang_TBM,T1032QA460_2,5.242999999999999,4.4830000000000005,7.551,13.7,T1032
28,29,CAO-SERVER,T1032QA305_2,5.297999999999999,5.442,6.2139999999999995,11.804,T1032
29,30,MULTICOM-DEEP,T1032QA252_2,5.811,7.377999999999999,3.497,5.236000000000001,T1032
30,31,ProQ2,T1032QA067_2,6.205,5.685,6.531000000000001,11.374,T1032
31,32,BAKER-ROSETTASERVER,T1032QA209_2,6.224,7.377000000000001,4.863,5.827000000000001,T1032
32,33,ProQ3D,T1032QA339_2,6.377999999999999,7.835,4.319,5.382999999999999,T1032
33,34,MESHI_server,T1032QA211_2,6.485,5.6610000000000005,8.419,14.54,T1032
34,35,SBROD,T1032QA085_2,6.506,7.577000000000001,5.859,8.347000000000001,T1032
35,36,ModFOLDclust2,T1032QA035_2,6.665,5.332000000000001,9.084,15.232999999999999,T1032
36,37,EMAP_CHAE,T1032QA216_2,7.307,5.981,9.595,15.744000000000002,T1032
37,38,MUfoldQA_X,T1032QA248_2,7.327000000000001,6.157,9.202,15.58,T1032
38,39,Bhattacharya-QDeepU,T1032QA199_2,7.412999999999999,5.9670000000000005,9.827,15.975999999999999,T1032
39,40,DAVIS-EMAconsensus,T1032QA433_2,7.58,6.171,9.999,16.149,T1032
40,41,graph-sh,T1032QA247_2,7.693,6.3,10.112,16.261,T1032
41,42,LAW,T1032QA138_2,7.865,9.45,5.456,4.729,T1032
42,43,angleQA,T1032QA391_2,8.192,9.177,7.3660000000000005,7.773,T1032
43,44,ModFOLD8,T1032QA167_2,8.527999999999999,7.1370000000000005,10.948,17.097,T1032
44,45,MUFOLD,T1032QA081_2,8.548,7.249,10.902000000000001,17.051,T1032
45,46,BAKER-experimental,T1032QA403_2,8.707,9.832,7.226,6.244,T1032
46,47,CAO-QA1,T1032QA217_2,9.18,7.872999999999999,10.577,16.435,T1032
47,48,KUHHAN,T1032QA104_2,9.279,7.96,11.66,17.809,T1032
48,49,SASHAN,T1032QA144_2,9.279,7.96,11.66,17.809,T1032
49,50,EDN,T1032QA203_2,9.567,10.909,7.785,5.728,T1032
50,51,bioinsilico_sbi,T1032QA196_2,10.068,9.458,11.499,16.581,T1032
51,52,MULTICOM-DIST,T1032QA319_2,10.392999999999999,11.977,7.973,5.063,T1032
52,53,Bhattacharya-QDeep,T1032QA429_2,10.675999999999998,12.228,8.443999999999999,4.398,T1032
53,54,ProQ4,T1032QA309_2,11.474,9.996,13.892999999999999,20.043,T1032
54,55,tFold-IDT,T1032QA351_2,11.61,13.194,9.228,5.242000000000001,T1032
55,56,DAVIS-EMAconsensusAL,T1032QA263_2,12.492,10.909,14.912,21.061,T1032
56,57,bioinsilico_sbi_PAIR,T1032QA185_2,13.456,14.919,11.273,7.442,T1032
57,58,ModFOLD8_cor,T1032QA265_2,14.292,12.714,16.711,22.861,T1032
58,59,Destini,T1032QA101_2,16.024,14.524000000000001,18.34,24.489,T1032
59,60,MESHI_EMA,T1032QA112_2,18.039,16.419,20.393,26.541999999999998,T1032
60,61,Wallner,T1032QA379_2,18.257,16.673,20.677,26.826,T1032
61,62,Bhattacharya-Server,T1032QA149_2,19.32,17.736,21.739,27.889,T1032
62,63,Anonimous,T1032QA082_2,21.469,19.884,23.888,30.037,T1032
63,64,LamoureuxLab,T1032QA066_2,21.486,19.902,23.905,30.055,T1032
64,65,tFold,T1032QA238_2,21.511999999999997,19.927,23.930999999999997,30.08,T1032
65,66,VoroMQA-light,T1032QA102_2,21.613000000000003,20.028,24.031999999999996,30.180999999999997,T1032
66,67,Jones-UCL,T1032QA304_2,26.496,28.044,24.254,18.38,T1032
67,68,ropius0,T1032QA254_2,36.785,38.37,34.366,28.217,T1032
0,1,tFold,T1033QA238_2,3.57,8.846,23.203000000000003,12.402000000000001,T1033
1,2,ModFOLD8_cor,T1033QA265_2,3.972,4.202,18.584,8.091000000000001,T1033
2,3,P3De,T1033QA257_2,4.045,5.437,19.758,9.52,T1033
3,4,MESHI_EMA,T1033QA112_2,4.18,5.3660000000000005,19.433,9.11,T1033
4,5,Bhattacharya-Server,T1033QA149_2,5.204,11.2,26.066,15.029000000000002,T1033
5,6,VoroMQA-light,T1033QA102_2,5.643,9.328,23.771,12.927999999999999,T1033
6,7,angleQA,T1033QA391_2,5.644,11.312999999999999,26.28,15.347999999999999,T1033
7,8,Yang-Server,T1033QA140_2,6.162000000000001,5.254,16.349,7.845,T1033
8,9,SBROD,T1033QA085_2,6.215,12.296,27.275,16.343,T1033
9,10,Yang_TBM,T1033QA460_2,6.218999999999999,5.312,16.325,7.93,T1033
10,11,Wallner,T1033QA379_2,6.502000000000001,13.092,27.854,16.904,T1033
11,12,RaptorX-QA,T1033QA073_2,6.631,4.746,16.311,7.379,T1033
12,13,Destini,T1033QA101_2,6.962000000000001,3.353,15.119000000000002,6.3420000000000005,T1033
13,14,GraphQA,T1033QA210_2,7.044,7.495,19.402,10.407,T1033
14,15,DAVIS-EMAconsensusAL,T1033QA263_2,7.644,4.177,14.911,6.5729999999999995,T1033
15,16,ModFOLD8,T1033QA167_2,8.24,3.16,13.427,5.985,T1033
16,17,LamoureuxLab,T1033QA066_2,8.884,8.0,16.695,9.357000000000001,T1033
17,18,Anonimous,T1033QA082_2,8.95,8.071,16.704,9.408,T1033
18,19,MESHI_consensus,T1033QA214_2,9.453,5.71,12.587,6.546,T1033
19,20,MUfoldQA_X,T1033QA248_2,9.543,5.909,13.174000000000001,7.519,T1033
20,21,DAVIS-EMAconsensus,T1033QA433_2,9.555,5.075,12.617,6.4079999999999995,T1033
21,22,MESHI,T1033QA032_2,10.07,5.872999999999999,11.9,6.688,T1033
22,23,UOSHAN,T1033QA409_2,10.09,7.362,13.385,7.513,T1033
23,24,EMAP_CHAE,T1033QA216_2,10.419,6.547999999999999,12.057,6.728,T1033
24,25,3DCNN_prof,T1033QA074_2,10.494000000000002,8.946,16.384,10.067,T1033
25,26,ProQ4,T1033QA309_2,10.620999999999999,17.207,32.137,21.195999999999998,T1033
26,27,MULTICOM-DEEP,T1033QA252_2,10.811,7.566,13.507,9.913,T1033
27,28,MULTICOM-HYBRID,T1033QA187_2,11.339,6.561,11.092,7.671,T1033
28,29,Bhattacharya-QDeep,T1033QA429_2,11.675,10.978,18.656,12.078,T1033
29,30,MULTICOM-CONSTRUCT,T1033QA198_2,11.905999999999999,6.827000000000001,9.738,7.422999999999999,T1033
30,31,CAO-QA1,T1033QA217_2,12.72,6.7,8.808,6.577000000000001,T1033
31,32,MULTICOM-DIST,T1033QA319_2,13.049000000000001,10.119,15.705,12.485,T1033
32,33,ModFOLDclust2,T1033QA035_2,13.860999999999999,8.273,7.715,7.867000000000001,T1033
33,34,ModFOLD8_rank,T1033QA120_2,14.113,7.987,7.391,7.324,T1033
34,35,MUfoldQA_G,T1033QA446_2,14.484000000000002,8.58,7.183,7.903,T1033
35,36,VoroMQA-stout,T1033QA000_2,14.539000000000001,8.59,7.135,7.89,T1033
36,37,MULTICOM-CLUSTER,T1033QA075_2,14.58,8.736,6.935,8.14,T1033
37,38,MULTICOM-AI,T1033QA275_2,15.185,10.270999999999999,7.329,10.265999999999998,T1033
38,39,ProQ3D,T1033QA339_2,15.209000000000001,8.846,6.8660000000000005,7.537999999999999,T1033
39,40,MUFOLD,T1033QA081_2,15.499,9.552999999999999,7.041,8.152000000000001,T1033
40,41,graph-sh,T1033QA247_2,15.794,9.342,5.724,8.362,T1033
41,42,BAKER-ROSETTASERVER,T1033QA209_2,16.155,9.71,7.131,6.1,T1033
42,43,MESHI_server,T1033QA211_2,16.75,10.501,5.676,8.53,T1033
43,44,Kiharalab_Z_Server,T1033QA364_2,17.67,13.534,11.894,14.126,T1033
44,45,Kiharalab,T1033QA071_2,17.67,13.534,11.894,14.126,T1033
45,46,QMEANDisCo,T1033QA280_2,18.256,11.863,4.974,10.395999999999999,T1033
46,47,Ornate,T1033QA346_2,18.515,11.958,3.051,9.877,T1033
47,48,EDN,T1033QA203_2,19.641,14.93,12.67,13.591,T1033
48,49,VoroCNN-GDT,T1033QA153_2,19.715,13.275,2.695,10.770999999999999,T1033
49,50,VoroCNN,T1033QA313_2,20.063,13.616,2.5810000000000004,10.77,T1033
50,51,VoroCNN-GEMME,T1033QA406_2,20.063,13.616,2.5810000000000004,10.77,T1033
51,52,VoroMQA-dark,T1033QA002_2,20.968000000000004,14.52,2.391,11.616,T1033
52,53,Bhattacharya-QDeepU,T1033QA199_2,21.506,27.898000000000003,42.965,32.024,T1033
53,54,DIZ,T1033QA325_2,21.585,15.137,1.791,11.765,T1033
54,55,BAKER-experimental,T1033QA403_2,22.885,16.437,4.257,13.068,T1033
55,56,SASHAN,T1033QA144_2,23.160999999999998,16.794,5.275,13.719000000000001,T1033
56,57,KUHHAN,T1033QA104_2,23.160999999999998,16.794,5.275,13.719000000000001,T1033
57,58,tFold-CaT,T1033QA183_2,23.733,17.285,2.8539999999999996,13.697000000000001,T1033
58,59,CAO-SERVER,T1033QA305_2,23.779,17.436,4.831,14.618,T1033
59,60,ProQ2,T1033QA067_2,25.423000000000002,19.378,8.715,17.141,T1033
60,61,LAW,T1033QA138_2,27.464000000000002,21.016,6.471,17.195999999999998,T1033
61,62,DeepPotential,T1033QA024_2,30.404,24.544,16.112000000000002,20.619,T1033
62,63,MASS,T1033QA317_2,30.825,24.378,10.116,21.119,T1033
63,64,bioinsilico_sbi,T1033QA196_2,33.707,27.259,13.984000000000002,23.795,T1033
64,65,bioinsilico_sbi_PAIR,T1033QA185_2,35.056999999999995,28.71,15.318,25.243000000000002,T1033
65,66,Jones-UCL,T1033QA304_2,41.897,35.45,22.089000000000002,31.587,T1033
66,67,tFold-IDT,T1033QA351_2,49.143,42.695,27.935,38.748000000000005,T1033
67,68,ropius0,T1033QA254_2,60.308,53.86,38.792,49.733000000000004,T1033
0,1,DAVIS-EMAconsensus,T1034QA433_2,2.108,14.289000000000001,16.137,3.5810000000000004,T1034
1,2,ModFOLDclust2,T1034QA035_2,2.33,13.263,15.110999999999999,4.181,T1034
2,3,MULTICOM-HYBRID,T1034QA187_2,2.494,14.860999999999999,16.559,3.0789999999999997,T1034
